"SIC4","NAICS6","SIC_Description","NAICS_Description","Establishments","Employees","Annual_Payroll","Est_weight","Emp_weight","Pay_weight"
"5441","445292","Candy, nut, & confectionery stores","Confectionery and Nut Stores",3853,25091,344129997,0.63,0.25,0.14
"5451","445299","Dairy products stores","All Other Specialty Food Stores",10783,98868,2159831966,1,1,1
"5461","311811","Retail bakeries","Retail Bakeries",8745,73775,915959284,0.21,0.19,0.23
"5461","445291","Retail bakeries","Baked Goods Stores",2905,21538,351061345,0.07,0.06,0.09
"5461","722213","Retail bakeries","Snack and Nonalcoholic Beverage Bars",29463,288485,2790138967,0.72,0.75,0.69
"5499","445299","Miscellaneous food stores","All Other Specialty Food Stores",10783,98868,2159831966,0.61,0.72,0.76
"5499","446191","Miscellaneous food stores","Food (Health) Supplement Stores",6903,37933,678172218,0.39,0.28,0.24
"5511","441110","Motor vehicle dealers (new & used)","New Car Dealers",25948,1043025,37311785946,1,1,1
"5521","441120","Motor vehicle dealers (used only)","Used Car Dealers",22874,94707,2391704827,1,1,1
"5531","441310","Auto & home supply stores","Automotive Parts and Accessories Stores",36989,334340,7065756631,0.47,0.43,0.48
"5531","441320","Auto & home supply stores","Tire Dealers",17818,154874,3912281450,0.23,0.2,0.26
"5531","452990","Auto & home supply stores","All Other General Merchandise Stores",23655,295951,3824704619,0.3,0.38,0.26
"5541","447110","Gasoline service stations","Gasoline Stations with Convenience Stores",89459,766064,9897837058,0.8,0.82,0.79
"5541","447190","Gasoline service stations","Other Gasoline Stations",22415,167514,2591854724,0.2,0.18,0.21
"5551","441222","Boat dealers","Boat Dealers",5423,38258,946637992,1,1,1
"5561","441210","Recreational vehicle dealers","Recreational Vehicle Dealers",2809,27581,795054999,1,1,1
"5571","441221","Motorcycle dealers","Motorcycle Dealers",4142,33696,841084681,1,1,1
"5599","441229","Automotive dealers, not elsewhere classified","All Other Motor Vehicle Dealers",1787,10439,295722330,1,1,1
"5611","448110","Men’s & boys’ clothing & accessory stores","Men's Clothing Stores",8638,76807,1438713313,1,1,1
"5621","448120","Women’s clothing stores","Women's Clothing Stores",28416,245677,3236364184,1,1,1
"5632","448150","Women’s accessory & specialty stores","Clothing Accessories Stores",6216,37592,551953998,0.28,0.26,0.25
"5632","448190","Women’s accessory & specialty stores","Other Clothing Stores",15951,107017,1641875011,0.72,0.74,0.75
"5641","448130","Children’s & infants’ wear stores","Children's and Infants' Clothing Stores",4657,48850,669691668,1,1,1
"5651","448140","Family clothing stores","Family Clothing Stores",17041,350197,5014358919,1,1,1
"5661","448210","Shoe stores","Shoe Stores",27961,204948,2977709156,1,1,1
"5699","315999","Miscellaneous apparel & accessory stores","Other Apparel Accessories and Other Apparel Manufacturing",808,19964,414110812,0.04,0.12,0.16
"5699","448150","Miscellaneous apparel & accessory stores","Clothing Accessories Stores",6216,37592,551953998,0.27,0.23,0.21
"5699","448190","Miscellaneous apparel & accessory stores","Other Clothing Stores",15951,107017,1641875011,0.69,0.65,0.63
"5712","337110","Furniture stores","Wood Kitchen Cabinet and Countertop Manufacturing",12212,127911,3056849477,0.27,0.21,0.21
"5712","337121","Furniture stores","Upholstered Household Furniture Manufacturing",1949,96674,2262948303,0.04,0.16,0.16
"5712","337122","Furniture stores","Nonupholstered Wood Household Furniture Manufacturing",4466,124543,2652865413,0.1,0.2,0.18
"5712","442110","Furniture stores","Furniture Stores",26477,262727,6452908344,0.59,0.43,0.45
"5713","442210","Floor covering stores","Floor Covering Stores",16047,98398,2726616510,1,1,1
"5714","314121","Drapery, curtain, & upholstery stores","Curtain and Drapery Mills",2253,25713,469658385,0.19,0.28,0.34
"5714","442291","Drapery, curtain, & upholstery stores","Window Treatment Stores",3171,12167,224444050,0.26,0.13,0.16
"5714","451130","Drapery, curtain, & upholstery stores","Sewing, Needlework, and Piece Goods Stores",6568,53552,694635760,0.55,0.59,0.5
"5719","442291","Miscellaneous homefurnishings stores","Window Treatment Stores",3171,12167,224444050,0.2,0.1,0.11
"5719","442299","Miscellaneous homefurnishings stores","All Other Home Furnishings Stores",12442,112215,1820032706,0.8,0.9,0.89
"5722","443111","Household appliance stores","Household Appliance Stores",12325,91637,2169723055,1,1,1
"5731","441310","Radio, television, & consumer electronics stores","Automotive Parts and Accessories Stores",36989,334340,7065756631,0.65,0.64,0.61
"5731","443112","Radio, television, & consumer electronics stores","Radio, Television, and Other Electronics Stores",19989,190982,4541297860,0.35,0.36,0.39
"5734","443120","Computer & computer software stores","Computer and Software Stores",21291,198489,8536366928,1,1,1
"5735","451220","Record & prerecorded tape stores","Prerecorded Tape, Compact Disc, and Record Stores",8237,80260,1052920299,1,1,1
"5736","451140","Musical instrument stores","Musical Instrument and Supplies Stores",4501,31530,675856219,1,1,1
"5812","711110","Eating places","Theater Companies and Dinner Theaters",3963,88809,1575927267,0.01,0.01,0.02
"5812","722110","Eating places","Full-Service Restaurants",164092,3436202,38157775817,0.41,0.47,0.5
"5812","722211","Eating places","Limited-Service Restaurants",164183,2920654,26276466959,0.41,0.4,0.34
"5812","722212","Eating places","Cafeterias",6953,150744,1683791129,0.02,0.02,0.02
"5812","722213","Eating places","Snack and Nonalcoholic Beverage Bars",29463,288485,2790138967,0.07,0.04,0.04
"5812","722310","Eating places","Food Service Contractors",15078,321222,4362462210,0.04,0.04,0.06
"5812","722320","Eating places","Caterers",12776,168566,1969463241,0.03,0.02,0.03
"5813","722410","Drinking places (alcoholic beverages)","Drinking Places (Alcoholic Beverages)",58908,397781,3780651614,1,1,1
"5912","446110","Drug stores & proprietary stores","Pharmacies and Drug Stores",40103,625081,12990236979,1,1,1
"5921","445310","Liquor stores","Beer, Wine, and Liquor Stores",26076,138890,2388931635,1,1,1
"5932","453310","Used merchandise stores","Used Merchandise Stores",16246,93380,1294588500,0.67,0.61,0.36
"5932","522298","Used merchandise stores","All Other Nondepository Credit Intermediation",8010,58988,2298035943,0.33,0.39,0.64
"5941","451110","Sporting goods stores & bicycle shops","Sporting Goods Stores",25300,196287,2986122637,1,1,1
"5942","451211","Book stores","Book Stores",13013,143623,2125673159,1,1,1
"5943","453210","Stationery stores","Office Supplies and Stationery Stores",13278,178403,4497636272,1,1,1
"5944","448310","Jewelry stores","Jewelry Stores",26690,147793,3132079452,1,1,1
"5945","451120","Hobby, toy, & game shops","Hobby, Toy, and Game Stores",9582,121009,1528871520,1,1,1
"5946","443130","Camera & photographic supply stores","Camera and Photographic Supplies Stores",2799,22504,499395428,1,1,1
"5947","453220","Gift, novelty, & souvenir shops","Gift, Novelty, and Souvenir Stores",36767,248009,3023827456,1,1,1
"5948","448320","Luggage & leather goods stores","Luggage and Leather Goods Stores",2232,16998,290141986,1,1,1
"5949","451130","Sewing, needlework, & piece goods stores","Sewing, Needlework, and Piece Goods Stores",6568,53552,694635760,1,1,1
"5961","454110","Catalog & mailgorder houses","Electronic Shopping and Mail-Order Houses",5899,204048,4943435411,1,1,1
"5962","454210","Automatic merchandising machine operators","Vending Machine Operators",6764,67576,1406901737,1,1,1
"5963","454390","Direct selling establishments","Other Direct Selling Establishments",7017,71659,1523387504,0.88,0.94,0.95
"5963","722330","Direct selling establishments","Mobile Food Services",923,4686,74020241,0.12,0.06,0.05
"5983","454311","Fuel oil dealers","Heating Oil Dealers",5602,57442,1778211888,1,1,1
"5984","454312","Liquefied petroleum gas (bottled gas) dealers","Liquefied Petroleum Gas (Bottled Gas) Dealers",5960,49009,1309981697,1,1,1
"5989","454319","Fuel dealers, not elsewhere classified","Other Fuel Dealers",312,1147,29729636,1,1,1
"5992","453110","Florists","Florists",25232,126548,1528716675,1,1,1
"5993","453991","Tobacco stores & stands","Tobacco Stores",3478,23028,471442206,1,1,1
"5994","451212","News dealers & newsstands","News Dealers and Newsstands",2038,9831,135750557,1,1,1
"5995","446130","Optical goods stores","Optical Goods Stores",11084,68809,1509192155,1,1,1
"5999","443112","Miscellaneous retail stores, not elsewhere classified","Radio, Television, and Other Electronics Stores",19989,190982,4541297860,0.27,0.37,0.39
"5999","446120","Miscellaneous retail stores, not elsewhere classified","Cosmetics, Beauty Supplies, and Perfume Stores",9436,74291,1467137512,0.13,0.14,0.13
"5999","446199","Miscellaneous retail stores, not elsewhere classified","All Other Health and Personal Care Stores",8050,46347,1566938122,0.11,0.09,0.13
"5999","453910","Miscellaneous retail stores, not elsewhere classified","Pet and Pet Supplies Stores",7718,64641,998881796,0.1,0.12,0.09
"5999","453920","Miscellaneous retail stores, not elsewhere classified","Art Dealers",7202,25920,556730593,0.1,0.05,0.05
"5999","453998","Miscellaneous retail stores, not elsewhere classified","All Other Miscellaneous Store Retailers (except Tobacco Stores)",22012,120320,2478200850,0.3,0.23,0.21
"6011","521110","Federal reserve banks","Monetary Authorities - Central Bank",89,22602,1012573384,1,1,1
"6019","522320","Central reserve depository institutions, nec","Financial Transactions Processing, Reserve, and Clearinghouse Activities",1776,50542,1838388308,1,1,1
"6021","522110","National commercial banks","Commercial Banking",49789,1238549,43492494578,0.97,0.9,0.88
"6021","522210","National commercial banks","Credit Card Issuing",1620,137389,6046191092,0.03,0.1,0.12
"6022","522110","State commercial banks","Commercial Banking",49789,1238549,43492494578,0.94,0.88,0.86
"6022","522190","State commercial banks","Other Depository Credit Intermediation",1629,28742,984562638,0.03,0.02,0.02
"6022","522210","State commercial banks","Credit Card Issuing",1620,137389,6046191092,0.03,0.1,0.12
"6035","522120","Savings institutions, federally chartered","Savings Institutions",13282,222974,7291913056,1,1,1
"6036","522120","Savings institutions, not federally chartered","Savings Institutions",13282,222974,7291913056,1,1,1
"6061","522130","Credit unions, federally chartered","Credit Unions",12943,162271,3943952605,1,1,1
"6062","522130","Credit unions, not federally chartered","Credit Unions",12943,162271,3943952605,1,1,1
"6081","522110","Branches & agencies of foreign banks","Commercial Banking",49789,1238549,43492494578,0.85,0.95,0.93
"6081","522293","Branches & agencies of foreign banks","International Trade Financing",495,9005,804707683,0.01,0.01,0.02
"6081","522298","Branches & agencies of foreign banks","All Other Nondepository Credit Intermediation",8010,58988,2298035943,0.14,0.05,0.05
"6082","522293","Foreign trade & international banking institutions","International Trade Financing",495,9005,804707683,0.05,0.11,0.1
"6082","551112","Foreign trade & international banking institutions","Offices of Other Holding Companies",9172,76078,7532043151,0.95,0.89,0.9
"6091","523991","Nondeposit trust facilities","Trust, Fiduciary, and Custody Activities",1011,22139,1156704227,1,1,1
"6099","522110","Functions related to depository banking, nec","Commercial Banking",49789,1238549,43492494578,0.81,0.87,0.84
"6099","522320","Functions related to depository banking, nec","Financial Transactions Processing, Reserve, and Clearinghouse Activities",1776,50542,1838388308,0.03,0.04,0.04
"6099","522390","Functions related to depository banking, nec","Other Activities Related to Credit Intermediation",5710,74456,3044194908,0.09,0.05,0.06
"6099","523130","Functions related to depository banking, nec","Commodity Contracts Dealing",1618,10190,897433234,0.03,0.01,0.02
"6099","523991","Functions related to depository banking, nec","Trust, Fiduciary, and Custody Activities",1011,22139,1156704227,0.02,0.02,0.02
"6099","523999","Functions related to depository banking, nec","Miscellaneous Financial Investment Activities",1311,21265,1431695601,0.02,0.02,0.03
"6111","522292","Federal & federallygsponsored credit agencies","Real Estate Credit",16532,200591,9427907120,0.65,0.71,0.71
"6111","522293","Federal & federallygsponsored credit agencies","International Trade Financing",495,9005,804707683,0.02,0.03,0.06
"6111","522294","Federal & federallygsponsored credit agencies","Secondary Market Financing",588,11984,704233354,0.02,0.04,0.05
"6111","522298","Federal & federallygsponsored credit agencies","All Other Nondepository Credit Intermediation",8010,58988,2298035943,0.31,0.21,0.17
"6141","522120","Personal credit institutions","Savings Institutions",13282,222974,7291913056,0.38,0.41,0.34
"6141","522210","Personal credit institutions","Credit Card Issuing",1620,137389,6046191092,0.05,0.25,0.28
"6141","522220","Personal credit institutions","Sales Financing",8569,107158,5196854711,0.25,0.2,0.24
"6141","522291","Personal credit institutions","Consumer Lending",11272,81783,2818000778,0.32,0.15,0.13
"6153","522210","Shortgterm business credit institutions, except agricultural","Credit Card Issuing",1620,137389,6046191092,0.08,0.39,0.39
"6153","522220","Shortgterm business credit institutions, except agricultural","Sales Financing",8569,107158,5196854711,0.43,0.3,0.34
"6153","522298","Shortgterm business credit institutions, except agricultural","All Other Nondepository Credit Intermediation",8010,58988,2298035943,0.4,0.17,0.15
"6153","522320","Shortgterm business credit institutions, except agricultural","Financial Transactions Processing, Reserve, and Clearinghouse Activities",1776,50542,1838388308,0.09,0.14,0.12
"6159","522220","Miscellaneous business credit institutions","Sales Financing",8569,107158,5196854711,0.25,0.28,0.28
